,Unnamed: 0,tokens,full_name,dof,year,month,date,hour,sentiment,text,h_score,label,emoji
1543,1543,"['oop', 'transport', 'minister', 'the', 'train', 'station']","Sydney, New South Wales",3,2022,2,10,1,0.0,Oop Transport Minister at the train station,5.92,achievement,💯
1544,1544,"['sustainable', 'energy', 'record', 'breaking', 'reaction', 'scientists']","Brisbane, Queensland",3,2022,2,10,1,0.1428571428571428,SUSTAINABLE ENERGY record-breaking #nuclearfusion reaction by UK scientists. #climatechange #abcnews https://t.co/LA0RyCDqw1,5.6571428571428575,achievement,💯
1546,1546,"['vou', 'votar', 'pra', 'essa', 'casa', 'vidro', 'dois', 'participantes', 'com', 'cara', 'villa', 'mix', 'aguento', 'mais']","Sydney, New South Wales",3,2022,2,10,1,0.0,Eu vou votar “não” pra essa casa de vidro! Os dois participantes com cara de villa mix! EU NÃO AGUENTO MAIS. #BBB22,5.831111111111111,achievement,💯
1550,1550,"['that', 'not', 'fucking', 'liberals']","Central Coast, New South Wales",3,2022,2,10,1,0.4,That it’s not Fucking Liberals !!! 🤬 https://t.co/WfbO1ZM82b,5.786666666666666,achievement,💯
1552,1552,"['where', 'these', 'numpties', 'come', 'from']","Wollongong, New South Wales",3,2022,2,10,4,0.0,@sexenheimer @zardor13 Where do these numpties come from,5.72,achievement,💯
1556,1556,"['just', 'posted', 'photo', 'yoga', 'spirit', 'studios']","Adelaide, South Australia",3,2022,2,10,1,0.0833333333333333,Just posted a photo @ Yoga Spirit Studios https://t.co/0eA2hUyK2r,5.546666666666667,achievement,💯
1557,1557,"['ml3', 'western', 'australia', 'depth', '10km', 'feb', '2022', 'utc', 'emsc']","Gingerah, Western Australia",3,2022,2,10,1,0.0,"【ML3.2】WESTERN AUSTRALIA Depth 10km Feb 10, 2022 01:11:30 UTC (G)https://t.co/hrGDSC6gcE (EMSC)https://t.co/0ZnDWJA4uM",5.653333333333333,achievement,💯
1558,1558,"['meu', 'deus']","Sydney, New South Wales",3,2022,2,10,1,0.0,MEU DEUS! 😭😢 https://t.co/DqmDvQidLW,5.52,achievement,💯
1559,1559,"['ml3', 'australia', 'occidental', 'austrlia', '10km', '2022', 'utc', 'emsc']","Gingerah, Western Australia",3,2022,2,10,1,0.0,"【ML3.2】AUSTRALIA OCCIDENTAL, AUSTRLIA 10km 10/02/2022 01:11:30 UTC #Sismo #Terremoto
(G)https://t.co/d9KAriKsST (EMSC)https://t.co/sYbK7sJOL5",5.719999999999999,achievement,💯
1564,1564,"['here', 'the', 'official', 'calendar', 'for', 'the', 'ocfc', '2022', 'npl', 'victoria', 'season', 'with', 'the', 'season', 'one', 'week', 'away', 'take', 'screenshot', 'print', 'out', 'follow', 'along']","Melbourne, Victoria",3,2022,2,10,1,0.0,"Here is the official calendar for the OCFC 2022 NPL Victoria season, with the season one week away. So take a screenshot or print it out to follow along. #GOCANNONS https://t.co/T1HgmftpjQ",5.6899999999999995,achievement,💯
1565,1565,"['haha', 'thanks', 'mate', 'reviews', 'still', 'come', 'before', 'officially', 'rock', 'doc']","Melbourne, Victoria",3,2022,2,10,20,0.2777777777777778,@Anthony_Lanati @SciMelb @UniMelb @UnimelbESPG Haha thanks mate! Reviews still to come before I'm officially a Rock Doc.,5.632,achievement,💯
1569,1569,"['you', 'remember', 'when', 'you', 'joined', 'twitter', 'still', 'hoping', 'crack', 'into', 'streaming', 'one', 'day', 'see', 'how', 'life', 'ahead', 'progresses']","Townsville, Queensland",3,2022,2,10,1,0.0714285714285714,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary *still hoping to crack into streaming one day, see how life ahead progresses 🤞 https://t.co/Bz7broSoAD",5.493333333333335,achievement,💯
1571,1571,['bite'],"Melbourne, Victoria",3,2022,2,10,1,0.0,@Remicus101 Bite me,5.92,achievement,💯
1575,1575,"['let', 'just', 'over', 'coffee']","Perth, Western Australia",3,2022,2,10,19,0.0,"@MorgtheBrit ""Let's just do it"" - Morg 2022 over coffee 🤟",5.52,achievement,💯
1577,1577,"['genius', 'completed', 'this', 'one', 'around', 'seconds']","Melbourne, Victoria",3,2022,2,10,1,0.0909090909090909,"I'm a genius 😃 completed this one in around 10 seconds!
#wordle #genius #puzzles @ Melbourne, Victoria, Australia https://t.co/Jcn9PNRbsO",5.72,achievement,💯
1589,1589,"['presuming', 'they', 'don', 'give', 'the', 'deputy', 'premier', 'both', 'health', 'and', 'education', 'prediction', 'they', 'move', 'jaensch', 'education', 'and', 'give', 'state', 'growth', 'ferguson', 'ogilvie', 'street', 'for', 'the', 'spare', 'spot', 'cabinet']","Hobart, Tasmania",3,2022,2,10,1,0.0571428571428571,"Presuming they don’t give the deputy premier both health and education, my prediction is they move Jaensch to education and give state growth to Ferguson. Ogilvie v Street for the spare spot in cabinet. #politas",5.587368421052632,achievement,💯
1592,1592,"['state', 'the', 'obvious', 'pretty', 'sure', 'the', 'year', 'old', 'kid', 'replacing', 'his', 'skateboard', 'bearing', 'ain', 'qualified', 'either', 'sorry', 'but', 'that', 'the', 'ridiculousness', 'the', 'situation']","Kensington Grove - Regency Downs, Queensland",3,2022,2,10,23,0.0,@mithrilrat @Rolling_Thru To state the obvious i am pretty sure the 15 year old kid replacing his skateboard bearing ain't qualified either 🤣 sorry but that's the ridiculousness of the situation.,5.610434782608695,achievement,💯
1593,1593,"['been', 'this', 'place', 'few', 'times', 'now', 'and', 'photos', 'usually', 'don', 'justice', 'but', 'this', 'shot', 'gives', 'the', 'feels', 'parab', 'well', 'done']","Melbourne, Victoria",3,2022,2,10,1,0.0625,"I've been to this place a few times now, and photos usually don't do it justice. But this shot... gives me the feels!

Parabéns (well done), Fabio! 👏🏼 https://t.co/KYF2CNidwM",5.616,achievement,💯
1597,1597,"['support', 'public', 'amp', 'active', 'transport', 'amp', 'are', 'increase', 'patronage', 'into', 'the', 'cbd', 'need', 'make', 'desirable', 'compelling', 'safe', 'easy', 'every', 'single', 'person', 'visiting', 'the', 'cbd', 'needs', 'walk', 'roll', 'amp', 'stroll', 'some', 'stage', 'their', 'visit', 'the', 'cbd', 'comfortable', 'spaces', 'are', 'essential']","Brisbane, Queensland",3,2022,2,10,1,0.1851851851851851,"We support public &amp; active transport, &amp; if we are to increase patronage into the CBD we need to make it desirable, compelling, safe, easy. Every single person visiting the CBD needs to walk, roll &amp; stroll at some stage in their visit to the CBD. Comfortable spaces are ESSENTIAL. https://t.co/TjptPrRI3d",5.715555555555557,achievement,💯
1600,1600,"['respondents', 'have', 'changed', 'where', 'they', 'walk', 'result', 'mobility', 'parking', 'rider', 'behaviour', 'that', 'impacts', 'business', 'said', 'that', 'footpaths', 'have', 'cracks', 'trip', 'hazards', 'said', 'paths', 'were', 'too', 'narrow', 'for', 'parking', 'experienced', 'safety', 'issue', 'footpaths', 'trip', 'hit']","Brisbane, Queensland",3,2022,2,10,2,0.0222222222222222,"26% of respondents have changed where they walk as a result of e-mobility parking /rider behaviour. That impacts business. 50% said that footpaths have cracks, trip hazards, 48% said f’paths were too narrow for 🛴 parking. 39% experienced a safety issue on footpaths (trip/ hit)",5.650909090909092,achievement,💯
1601,1601,"['this', 'week', 'announced', 'free', 'parking', 'the', 'cbd', 'entice', 'people', 'back', 'like', 'see', 'commitment', 'amp', 'investment', 'starting', 'with', 'sbane', 'strategy', 'that', 'can', 'address', 'the', 'many', 'concerns', 'people', 'who', 'walk', 'would', 'like', 'walk']","Brisbane, Queensland",3,2022,2,10,2,0.1521739130434782,"This week, @brisbanecityqld announced free parking in the CBD to entice people back. We’d like to see a commitment &amp; investment in #walking, starting with the Walkable Brisbane strategy, that can address the many concerns of people who walk, or would like to walk in #Brisbane.",5.636923076923078,affection,💕
1606,1606,"['don', 'even', 'wordle', 'but', 'agree', 'with', 'this']","Melbourne, Victoria",3,2022,2,10,1,0.0714285714285714,I don’t even do Wordle but I agree with this https://t.co/51NF5iUz3L,5.786666666666666,achievement,💯
1610,1610,"['true', 'had', 'less', 'and', 'more', 'the', 'weeks', 'leading', 'think', 'have', 'been', 'fine', 'with']","Perth, Western Australia",3,2022,2,10,1,0.25,"@ChrisJInglis True, if we'd had less Mando and more Boba in the 2 weeks leading up I think I'd have been fine with it?",5.840000000000001,achievement,💯
1611,1611,"['through', 'the', 'quarterfinals', 'with', 'very', 'impressive', 'straight', 'sets', 'win', 'over', 'seed']","Melbourne, Victoria",3,2022,2,10,1,0.3461538461538461,Jordan Thompson is through to the #DallasOpen quarterfinals with a very impressive straight sets win over No. 8 seed Brandon Nakashima. 👏 https://t.co/h06r5WywT5,5.671111111111112,achievement,💯
1612,1612,"['good', 'news', 'indeed']","Sydney, New South Wales",3,2022,2,10,2,0.4285714285714285,@mangotree_books @stanleyward90 @ABCaustralia Good news indeed.,5.92,achievement,💯
1613,1613,"['all', 'true', 'but', 'start', 'only', 'massive', 'investment', 'public', 'housing', 'will', 'make', 'any', 'significant', 'change', 'and', 'know', 'how', 'little', 'commitment', 'there', 'that', 'the', 'coast', 'anywhere', 'else']","Sydney, New South Wales",3,2022,2,10,2,0.1351351351351351,"@stanleyward90 @mangotree_books @ABCaustralia All true, but it’s a start.  Only massive investment in public housing will make any significant change and we know how little commitment there is to that on the coast, or anywhere else.",5.571764705882353,achievement,💯
1618,1618,"['religious', 'right', 'expects', 'its', 'wish', 'list', 'fulfilled']","Melbourne, Victoria",3,2022,2,10,3,0.3,@awelder @CorruptNSW @jamesglenday Religious right expects its wish list fulfilled.,5.831111111111111,achievement,💯
1620,1620,"['whatever', 'the', 'reason', 'glad', 'that', 'was', 'snookered', 'labor', 'this', 'extreme', 'religious', 'right', 'bigots', 'bill']","Melbourne, Victoria",3,2022,2,10,4,0.125,@TheStarrrLord @jamesglenday Whatever the reason I am glad that #ScottyTheCreep #ScottyThePentecostalPM #ScottyTheMisogynist #ScottyThePathologicalLiar #ScottyTheGaslighter #scottyfromeugenics #ScottyMustGo  #VoteThemAllOut #auspol was snookered 🎱 by Labor on this extreme Religious Right to be Bigots bill,5.862857142857143,achievement,💯
1621,1621,"['earlier', 'much', 'earlier']","Launceston, Tasmania",3,2022,2,10,9,0.0,"@RonniSalt @NorthCoastBlue @CottonPru Earlier, much earlier.",5.786666666666666,achievement,💯
1625,1625,"['what', 'the', 'religious', 'discrimination', 'bill', 'see', 'what', 'the', 'most', 'relevant', 'court', 'case', 'google', 'kerslake', 'sunol', 'case', 'law', 'stealth', 'using', 'suppression', 'orders']","Newcastle, New South Wales",3,2022,2,10,1,0.0,@jamesglenday @LyleShelton What’s the RELIGIOUS DISCRIMINATION BILL?  See  https://t.co/fUI3oaHa4S    What’s the most relevant court case in Australia?  Google *Kerslake v Sunol*. Case-law by stealth using suppression orders,5.777142857142857,achievement,💯
1628,1628,"['the', 'man', 'obvious', 'misogynistic', 'pig', 'referred', 'mikakos', 'that', 'person', 'well', 'prepared', 'thrown', 'under', 'the', 'bus', 'threw', 'mikakos', 'under']","Luddenham, New South Wales",3,2022,2,10,1,0.032258064516129,"@charles_haig01 The man's an obvious misogynistic pig. He referred to mikakos as ""that person"" as well. Be prepared to be thrown under the bus as u threw mikakos under it.",5.666666666666667,achievement,💯
1629,1629,"['grande', 'fernando', 'amigo', 'querido', 'agrade', 'estas', 'lindas', 'palavras', 'adeus', 'fpi', 'emocionante', 'gra', 'luciana', 'thank', 'you']","Lennox Head, New South Wales",3,2022,2,10,1,0.1538461538461538,"Grande Fernando @fdvives, amigo querido, agradeço estas lindas palavras 😎
O adeus a @sbsportuguese fpi emocionante, graças à Luciana @LuFraguas. Thank you! https://t.co/emnAHWtF4z",5.643636363636364,achievement,💯
1631,1631,"['update', 'uncle', 'cause', 'know', 'some', 'have', 'been', 'asking', 'still', 'unconscious', 'ventilation', 'with', 'lungs', 'filled', 'with', 'covid', 'doc', 'fri', 'going', 'try', 'procedure', 'slowly', 'bringing', 'him', 'back', 'consciousness', 'state', 'pray', 'cross', 'fingers', 'amp', 'however', 'thanks', 'for', 'all', 'your', 'love']","Melbourne, Victoria",3,2022,2,10,1,0.0588235294117647,"Update on my uncle (cause I know some of u have been asking)

Still unconscious on ventilation with lungs filled with covid. Doc Fri is going to try a procedure in slowly bringing him back to consciousness state 

Pray, cross fingers &amp; however u do it
Thanks for all your love💗",5.597241379310344,achievement,💯
1634,1634,['queensland'],"New South Wales, Australia",3,2022,2,10,21,0.0,@TexasAustyn Queensland,5.52,achievement,💯
1635,1635,"['realise', 'the', 'full', 'potential', 'its', 'young', 'people', 'every', 'one', 'them', 'must', 'given', 'the', 'opportunity', 'learn', 'and', 'develop', 'their', 'fullest', 'potential', 'socioeconomic', 'status', 'should', 'not', 'determine', 'outcome']","Melbourne, Victoria",3,2022,2,10,1,0.0434782608695652,@AlboMP @tanya_plibersek @billshortenmp @BOConnorMP @Tony_Burke If Australia 🇦🇺 is to realise the full potential its young people every one of them must be given the opportunity to learn and develop to their fullest potential. Socioeconomic status should NOT DETERMINE OUTCOMES https://t.co/GV8UiZQDPE,5.561904761904762,achievement,💯
1636,1636,"['she', 'also', 'laughed', 'our', 'prayer', 'the', 'end', 'our', 'meeting', 'asking', 'satan', 'bless', 'our', 'humble', 'gathering', 'disrespectful']","Sunshine Coast, Queensland",3,2022,2,10,22,0.1428571428571428,@samanthamaiden @stoker_aj She also laughed at our prayer at the end of our meeting asking Satan to bless our humble gathering 😢so disrespectful https://t.co/AJvjC78QYe,5.570909090909091,achievement,💯
1637,1637,"['oooo', 'looks', 'like', 'butter', 'wouldn', 'melt', 'her', 'mouth', 'beautie']","Adelaide, South Australia",3,2022,2,10,10,0.1333333333333333,"@samanthamaiden @stoker_aj Oooo,Ta!!Stoker looks like butter wouldn't melt in her mouth.....BEAUTIE!!",5.653333333333333,achievement,💯
1639,1639,"['wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj WiFi .WiFi. WiFi.,5.920000000000001,achievement,💯
1640,1640,"['wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.,5.920000000000001,achievement,💯
1641,1641,"['wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@PatsKarvelas @samanthamaiden @stoker_aj WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.WiFi .WiFi. WiFi.,5.920000000000001,achievement,💯
1642,1642,"['visual', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj Visual WiFi.,5.82,affection,💕
1643,1643,"['auditory', 'wifi']","Melbourne, Victoria",3,2022,2,10,2,0.0,@samanthamaiden @stoker_aj Auditory WiFi,5.552,achievement,💯
1645,1645,"['got', 'this', 'the', 'first', '54dmg']","Sydney, New South Wales",3,2022,2,10,1,0.0,"Got this on the first go!

🟩🟩🟩🟩🟩 https://t.co/Usncf54dmG",5.92,achievement,💯
1646,1646,"['here', 'the', 'official', 'calendar', 'for', 'the', 'ocfc', '2022', 'npl', 'victoria', 'season', 'with', 'the', 'season', 'one', 'week', 'away', 'take', 'screenshot', 'print', 'out', 'follow', 'along']","Melbourne, Victoria",3,2022,2,10,1,0.0,"Here is the official calendar for the OCFC 2022 NPL Victoria season, with the season one week away. So take a screenshot or print it out to follow along. #GOCANNONS https://t.co/PBsKC8bg3N",5.6899999999999995,achievement,💯
1647,1647,"['vk4mgl', 'scott', 'vk4', '112', 'beerburrum', '260m', '310', 'ssb', '20m', 'ipnp', 'vk4mgl', 'pnp']","Beerburrum, Beerburrum - North",3,2022,2,10,1,0.0,"01:34 VK4MGL (Scott) on VK4/SE-112 (Mt Beerburrum, 260m, 1 pt) 14.310 SSB: Cq 20m. *[iPnP] [VK4MGL] [PnP]",5.653333333333333,achievement,💯
1648,1648,"['this', 'wind', 'who', 'talks', 'like', 'this']","Canberra, Australian Capital Territory",3,2022,2,10,11,0.1666666666666666,@AndrewBGreene @SenPaterson @ASIOGovAu Is this a wind up? Who talks like this?,5.92,achievement,💯
1655,1655,['ping'],"Toowoomba, Queensland",3,2022,2,10,4,0.0,@ARC_Tracker @AustralianLabor @GrahamPerrettMP @stuartrobertmp @tanya_plibersek ping @LostPlayhouse,5.92,achievement,💯
1657,1657,"['storming', 'caphs']","Canberra, Australian Capital Territory",3,2022,2,10,20,0.0,@Rory_Medcalf Storming Caphs…,5.92,achievement,💯
1658,1658,"['are', 'going', 'start', 'objecting', 'labor', 'pride', 'marches', 'now', 'not', 'that', 'make', 'difference', 'because', 'orgs', 'like', 'midsumma', 'clearly', 'don', 'listen', 'the', 'will', 'the', 'community', 'when', 'comes', 'cops', 'pride', 'etc']","Melbourne, Victoria",3,2022,2,10,1,0.075,"So are we going to start objecting to Labor at pride marches now? 

Not that it’ll make a difference because orgs like Midsumma clearly don’t listen to the will of the community when it comes to cops at pride etc.",5.648000000000001,achievement,💯
1662,1662,"['are', 'they', 'the', 'same', 'police', 'that', 'oversee', 'the', 'just', 'asking', 'for', 'friend']","Batemans Bay, New South Wales",3,2022,2,10,1,0.0434782608695652,@Logically_JC @The_Earl_of_Ram Are they the same police that oversee the Tomato festival in Italy.  Just asking for a friend.,5.552,achievement,💯
1668,1668,"['just', 'posted', 'photo', 'the', 'magic', 'pudding', 'tamworth']","Tamworth, New South Wales",3,2022,2,10,1,0.0,Just posted a photo @ The Magic Pudding Tamworth https://t.co/RirXb2f5Kt,5.720000000000001,achievement,💯
1670,1670,"['dont', 'look', 'for', 'special', 'tricks', 'this', 'girl', 'like', 'the', 'spirits', 'are', 'attracted', 'true', 'spirits', 'world', 'full', 'evil', 'deceivers', 'they', 'are', 'attracted', 'like', 'metal', 'magnet', 'don', 'ask', 'for', 'these', 'powers', 'are', 'cursed', 'them']","Melbourne, Victoria",3,2022,2,10,1,0.087719298245614,"https://t.co/sWqpEUoQMz

Dont look for special tricks. This girl is like me. The spirits are attracted to true spirits in a world full of evil deceivers. They are attracted to us like metal to a magnet. We don't ask for these powers. We are cursed by them.
https://t.co/rnrdsdXN0U https://t.co/4UTGDnEpJF",5.755000000000001,achievement,💯
1673,1673,"['banget', 'aplikasi', 'ini', 'pake', 'kalo', 'tidak', 'tau', 'invest', 'apa', 'mreka', 'sediain', 'robo', 'buat', 'saranin', 'apa', 'cocok', 'yuk', 'dptin', 'cashback', 'reksadana', 'senilai', '000', 'masukkan', 'kode', 'referral', 'ini', 'saat', 'pendaftaran', 'susi14', 'download', 'sekarang']","Sydney, New South Wales",3,2022,2,10,9,0.0,"@worksfess Ok banget sh aplikasi ini. Aq jg pake, kalo tidak tau mo invest apa,mreka sediain robo buat saranin apa gt yg cocok. yuk dptin cashback reksadana senilai Rp 25,000. Masukkan kode referral ini saat pendaftaran: *susi14* 
        
Download sekarang: https://t.co/yHIyNnMMa1 https://t.co/RtN2OUrf70",5.7561904761904765,achievement,💯
1674,1674,"['vk3tun', 'vk3', '045', 'dundas', '459m', '125', 'ssb', 'ipnp', 'vk5dg', 'pnp']","Melville Forest, Victoria",3,2022,2,10,1,0.0,"01:37 VK3TUN on VK3/VS-045 (Mt Dundas, 459m, 1 pt) 7.125 SSB: *[iPnP] [VK5DG] [PnP]",5.653333333333333,achievement,💯
1675,1675,"['rising', 'sun', 'hotel', 'south', 'melbourne', 'australia']","Melbourne, Victoria",3,2022,2,10,1,0.0,"I'm at Rising Sun Hotel in South Melbourne, Australia https://t.co/86nq855huo",5.691428571428572,achievement,💯
1676,1676,"['biggest', 'fucking', 'hypocrite', 'this', 'parliament', 'checked', 'all', 'his', 'sites', 'and', 'not', 'even', 'whisper', 'opposing', 'perfectly', 'happy', 'throw', 'all', 'the', 'trans', 'people', 'knows', 'under', 'the', 'bus', 'save', 'his', 'arse', 'his', 'friend', 'trans', 'activist', 'will', 'doubt', 'find', 'comfort', 'this']","Central Coast, New South Wales",3,2022,2,10,1,0.0892857142857142,Biggest fucking hypocrite in this parliament - Checked all his sites and not even a whisper of opposing it  - Perfectly happy to throw all the trans people he knows under the bus to save his arse @PrincessTaboo - his friend - a trans activist will no doubt find comfort in this https://t.co/BzrO2prLtH,5.673333333333333,achievement,💯
1680,1680,"['dame', 'fuego', 'dame', 'dame', 'fuego']","Sydney, New South Wales",3,2022,2,10,1,0.3333333333333333,"dame fuego, dame dame fuego 🎶",5.52,achievement,💯
1683,1683,"['reading', 'this', 'made', 'think', 'was', 'the', 'throng', 'the', 'election', 'much', 'politics', 'that', 'debatable', 'what', 'the', 'quad', 'means', 'for', 'australian', 'business']","Victoria, Australia",3,2022,2,10,1,0.0,Reading this made me think I was in the throng of the election !   So much politics that is debatable.    What the Quad means for Australian business https://t.co/75Aaluf9gI,5.786666666666666,affection,💕
1684,1684,"['great', 'news', 'pl2xucb']","Central Coast, New South Wales",3,2022,2,10,1,0.4285714285714285,Great News !!! 👏🏻👏🏻👏🏻💥 https://t.co/h26pL2xucB,5.52,achievement,💯
1685,1685,"['this', 'perfectly', 'crafted', 'tweet', 'just', 'reading', 'the', 'prose', 'gives', 'pleasure']","Melbourne, Victoria",3,2022,2,10,1,0.3529411764705882,This is a perfectly crafted tweet. Just reading the prose gives me pleasure. https://t.co/HsyVtSa4wE,5.546666666666667,achievement,💯
1687,1687,"['schedule', 'for', 'our', 'men', 'grade', 'upcoming', 'trials', 'yi5o']","Sydney, New South Wales",3,2022,2,10,1,0.0625,"🔴⚫️🦁🦁

Schedule for our Men’s 1️⃣st Grade upcoming trials 👇

#Lions #BCLFC https://t.co/P0D8THyI5O",5.542857142857143,achievement,💯
1689,1689,"['more', 'wildlife', 'the', 'vertical', 'garden', 'pretty', 'sure', 'this', 'one', 'won', 'eating', 'the', 'strawberries']","Sydney, New South Wales",3,2022,2,10,1,0.05,More wildlife in the vertical garden. I'm pretty sure this one won't be eating the strawberries. https://t.co/6TBhVCIR03,5.69,achievement,💯
1690,1690,"['let', 'join']","Sydney, New South Wales",3,2022,2,10,1,0.1111111111111111,https://t.co/FRL24NDqA8 @GanjaGators let’s go join 🐊,5.92,achievement,💯
1691,1691,"['futurama', 'without', 'not', 'futurama', 'mon', 'hulu', 'get', 'friend', 'back', 'the', 'show']","Brisbane, Queensland",3,2022,2,10,1,0.0526315789473684,Futurama without @TheJohnDiMaggio is not Futurama. C’mon Hulu! Get my friend back on the show! https://t.co/8PLZWjIlmf,5.608888888888888,achievement,💯
1695,1695,"['thanks', 'was', 'such', 'beautiful', 'morning']","Perth, Western Australia",3,2022,2,10,11,0.625,@CahnButler Thanks! It was such a beautiful morning!,5.68,achievement,💯
1698,1698,"['understood', 'with', 'change', 'close', 'and', 'casual', 'contact', 'rules']","Margaret River, Western Australia",3,2022,2,10,3,0.0,@winestein32 Understood it is to do with change of close and casual contact rules.,5.62,achievement,💯
1703,1703,"['many', 'people', 'either', 'don', 'know', 'don', 'remember', 'how', 'effective', 'was', 'leader', 'the', 'house', 'and', 'minister', 'the', 'gillard', 'minority', 'government']","Sydney, New South Wales",3,2022,2,10,3,0.0714285714285714,@GrogsGamut @gilmae Many people either don’t know or don’t remember how effective Anthony Albanese was as leader of the house and a minister in the Gillard minority government.,5.5920000000000005,achievement,💯
1706,1706,"['loving', 'this']","Brisbane, Queensland",3,2022,2,10,1,0.7142857142857143,Loving this. 💞 https://t.co/eytqDCnpqU,5.92,achievement,💯
1710,1710,"['available', 'now', 'different', 'colours', 'these', 'towel', 'scrunchies', 'are', 'different', 'from', 'the', 'normal', 'scrunchies', 'because', 'they', 'can', 'absorb', 'water', 'like', 'towel', 'check', 'them', 'out']","Melbourne, Victoria",3,2022,2,10,1,0.0555555555555555,"Available now!
#towelscrunchies in 7 different colours. 

These towel scrunchies are different from the normal scrunchies because they can absorb water like a towel.

Check them out at https://t.co/vzWT6rqqEj https://t.co/2xGuEFhomm",5.633333333333333,achievement,💯
1711,1711,"['coming', 'from', 'this', 'says', 'something']","Melbourne, Victoria",3,2022,2,10,2,0.0,@TimothyJ_23 Coming from Eric Abetz… this says something.,5.5600000000000005,affection,💕
1712,1712,"['person', 'who', 'lives', 'regional', 'and', 'has', 'just', 'finished', 'her', 'journo', 'quals', 'uni', 'were', 'told', 'repeatedly', 'that', 'region', 'was', 'only', 'stepping', 'stone', 'not', 'career', 'didn', 'agree', 'this', 'was', 'only', 'one', 'lecture', 'but', 'was', 'the', 'one', 'who', 'help', 'career', 'direction']","Mirboo North, Victoria",3,2022,2,10,2,0.0588235294117647,"@PercyKaren @della79 @walkleys As a person who lives regional and has just finished her journo quals at uni, we were told (repeatedly) that region was only a stepping stone, not a career 

I didn't agree!

(This was only by one lecture, but it was the one who help in career direction)",5.5840000000000005,achievement,💯
1714,1714,"['todo', 'suma']","Sydney, New South Wales",3,2022,2,10,1,0.0,@Ricardo_1860 Todo suma,5.52,achievement,💯
1716,1716,"['following', 'enough', 'groups', 'see', 'the', 'screen', 'shots']","Townsville, Queensland",3,2022,2,10,2,0.0833333333333333,@DanielKalban Im following enough L groups to see the screen shots 😂,5.653333333333333,enjoy_the_moment,🍾️
1719,1719,"['love', 'live', 'here']","Brisbane, Queensland",3,2022,2,10,1,0.3,I’d love to live here ❤️❤️❤️ https://t.co/qwunmEfmta,5.92,exercise,🏋️
1724,1724,"['met', 'flora', 'briefly', 'pom', 'she', 'impressive', 'and', 'lovely', 'person', 'love', 'seeing', 'png', 'couples', 'building', 'great', 'careers', 'together']","Sydney, New South Wales",3,2022,2,10,6,0.6521739130434783,@MallissaSauk 😊 I met Flora briefly in Pom - she’s impressive and a lovely person. Love seeing png couples building great careers together.,5.552,achievement,💯
1726,1726,"['customer', 'kfc', 'wearing', 'boston', 'celtics', 'kyrie', 'irving', 'jersey', 'and', 'they', 'not', 'wearing', 'their', 'mask']","Sydney, New South Wales",3,2022,2,10,1,0.1111111111111111,Customer in my KFC wearing a Boston Celtics Kyrie Irving jersey and they're not wearing their mask 🌚,5.490909090909091,achievement,💯
1727,1727,"['wouldn', 'have', 'made', 'this', 'far', 'without', 'the', 'people', 'took', 'hold', 'during', 'journey']","Melbourne, Victoria",3,2022,2,10,1,0.0,I wouldn't have made it this far without the people I took hold of during my journey! https://t.co/NEOBjdq9l1,5.540000000000001,achievement,💯
1728,1728,"['with', 'any', 'campaign', 'work', 'this']","Canberra, Australian Capital Territory",3,2022,2,10,1,0.0,I'm with any campaign  to work on this https://t.co/Npbj6jUOiU,5.5600000000000005,achievement,💯
1730,1730,"['road', 'bike', 'into', 'the', 'shop', 'for', 'very', 'expensive', 'service', 'was', 'happily', 'retired', 'hook', 'garage', 'after', '000kms', 'around', 'and', 'but', 'just', 'can', 'find', 'new', 'bike', 'like', 'and', 'with', 'stock', 'shortage', 'still', 'place', 'the', 'old', 'girl', 'going', 'have', 'make', 'comeback']","Melbourne, Victoria",3,2022,2,10,1,0.0,"Road bike into the shop for a very expensive service 😥.  It was happily retired on a hook in my garage after 20,000kms around Europe and Victoria, but I just can't find a new bike I like, and with stock shortage still in place, the old girl is going to have to make a comeback.",5.693333333333333,achievement,💯
1731,1731,"['sure', 'did', 'old', 'vitus', 'about', 'years', 'old', 'been', 'warhorse']","Melbourne, Victoria",3,2022,2,10,11,0.0,"@paulrosham Sure did, it's an old Vitus, about 8-9 years old.  Been a warhorse.",5.4799999999999995,achievement,💯
1734,1734,"['can', 'they', 'just', 'get', 'sheriff', 'overturn', 'the', 'decision', 'just', 'seize', 'the', 'court', 'under', 'international', 'cooked', 'law']","Canberra, Australian Capital Territory",3,2022,2,10,1,0.0,"Can't they just get a sheriff to overturn the decision?

Just seize the court under international cooked law. https://t.co/FPSIjlWxf0",5.633333333333333,achievement,💯
